label,L0_x,L0_y,L0_z,L1_x,L1_y,L1_z,L2_x,L2_y,L2_z,L3_x,L3_y,L3_z,L4_x,L4_y,L4_z,L5_x,L5_y,L5_z,L6_x,L6_y,L6_z,L7_x,L7_y,L7_z,L8_x,L8_y,L8_z,L9_x,L9_y,L9_z,L10_x,L10_y,L10_z,L11_x,L11_y,L11_z,L12_x,L12_y,L12_z,L13_x,L13_y,L13_z,L14_x,L14_y,L14_z,L15_x,L15_y,L15_z,L16_x,L16_y,L16_z,L17_x,L17_y,L17_z,L18_x,L18_y,L18_z,L19_x,L19_y,L19_z,L20_x,L20_y,L20_z
go,0.0,0.0,0.0,-0.43744647987896673,0.054159472729827414,-0.1088745310127808,-0.8226336065186768,0.35597225412672356,-0.3320704038327737,-1.0261289448120432,0.659816136203717,-0.5706347957067133,-1.0693568416710146,0.9296095486644665,-0.8412091433591052,-0.7904964615810485,0.31732852045269494,-0.5238491713605602,-0.9321529749510091,0.8629854491111637,-0.7591185565324414,-0.9252550486824129,1.1816865953265812,-0.9250862672143049,-0.9077337270801712,1.3654250093713993,-1.0406859109473714,-0.4451501010667897,0.363984234300244,-0.5938031196830262,-0.538956544865085,0.995348543721786,-0.7458465841412336,-0.5522006346801845,1.3313070862270342,-0.8016985069347768,-0.5237252526977132,1.4630591732178486,-0.8863338584116364,-0.07051713174773293,0.4402470504354109,-0.6464178084722076,-0.1158733837122677,1.0530577137568757,-0.7829305442017005,-0.09333819496816215,1.3847745357239132,-0.7546668913491654,-0.09446670320054094,1.5546938989282169,-0.7575537417491193,0.27782716334969526,0.5275065761392227,-0.7106295967648599,0.2764980790178235,1.0511219045688864,-0.7636804136564976,0.25857043021047005,1.3452274958082178,-0.6734213473331325,0.2172146364295956,1.5260714753923805,-0.6295590214904221
go,0.0,0.0,0.0,0.41056252511309344,0.07001126869325787,-0.13591352728488426,0.6835257813233931,0.16879670011106443,-0.38675404691901255,0.7496195375380313,0.42866759269182125,-0.6626573519752825,0.6924455074114414,0.6764238213083291,-0.9606972408562023,0.6420755116508344,-0.5596289942103728,-0.5239794138870397,0.5928258841762081,-0.29616285238831214,-0.8901422578533716,0.4546173363403642,0.22431199771537683,-1.1591526491400728,0.34086512738534624,0.5359527169938308,-1.3356324740887042,0.19940205654348545,-0.6834754276925625,-0.661330900964788,0.18689966962184096,-0.17786706747801415,-0.9665908186347298,0.05462949331528432,0.3717360992203986,-1.0549077302028573,-0.05072058291526488,0.6089155476809417,-1.1357440853941134,-0.22207272979098158,-0.7051346223807493,-0.8043555637827824,-0.24683181987717634,-0.12303532041222698,-1.0850814091543037,-0.354011621168032,0.37531246585014105,-0.9975036469254102,-0.4445340217665392,0.5630396134719646,-0.9339950251369348,-0.6241831881623658,-0.6229151158926156,-0.9634664807450894,-0.6268506717556163,-0.14950832220781782,-1.107188646253485,-0.6762715015750665,0.2331847270813165,-0.9686992720223631,-0.7322131265870779,0.38094116254982013,-0.8758928622003997
go,0.0,0.0,0.0,0.32106216327803455,0.12226649493040123,-0.17075884547160344,0.6372448236869473,0.21909344805603093,-0.4046105413926262,0.7806216654927847,0.3162113594771497,-0.617914051622196,0.8379169085329435,0.35893382403396973,-0.8444108673800601,0.6768336674013505,-0.3938575482415183,-0.6219102976838525,0.8239829157619738,-0.1635439547888062,-0.9001313647727699,0.8081558425175358,0.1817428671565625,-1.0680910084569342,0.8396552520947198,0.4536989408747476,-1.157390143082524,0.4445603375747491,-0.44734758579176337,-0.650778716874077,0.587325902452518,0.005179057659704778,-0.8717114842457959,0.4789600723428761,0.44198998554164487,-0.9251111924706688,0.42372269797444867,0.6903120459323385,-0.973417278971694,0.16988591985407236,-0.3931158690955626,-0.6714048165681799,0.25278721219628497,0.14669006326883333,-0.8513949906288476,0.15201050020939164,0.4531022118614537,-0.8142471547598267,0.07717827492371399,0.5798648059797845,-0.7781502734794893,-0.11260284416081572,-0.25551640100797207,-0.7047164995649485,-0.03766574163499135,0.18338413645066198,-0.8325553748690474,-0.1004725283143366,0.4072797189199687,-0.7834947144794254,-0.1634423838929264,0.4984205534291187,-0.7386840951373889
go,0.0,0.0,0.0,0.2963307364060581,-0.010812756835263468,-0.14842276929337836,0.5586959613013958,-0.017808779653725713,-0.3016792316514734,0.6955791787043843,0.10301897456105383,-0.4524080998826927,0.7430016541020942,0.208630974441231,-0.5968357646854391,0.7351776914915328,-0.6047362562197333,-0.30628062678942325,0.7241224372493933,-0.41660753432282255,-0.5707786177467308,0.6275277280768198,-0.008092187733291137,-0.7410463176732821,0.5446272799151198,0.29406505521630694,-0.8332034748345324,0.4333362973089041,-0.7408501054390555,-0.35530903168470074,0.4729572534226482,-0.4048746010971334,-0.6072322251822619,0.3881556912788256,0.042094101224953565,-0.6738423763238118,0.3155282653176719,0.3194101397214218,-0.696822563713676,0.10067378378135061,-0.742269782695789,-0.4244132659189793,0.13324917753865895,-0.33693290381060415,-0.6468636502867656,0.07313486410150144,0.037609815091481265,-0.5991519433600307,0.009838935420291883,0.23545376041330243,-0.5382086637591309,-0.2217222763241725,-0.6190682361448518,-0.5078225891413273,-0.16472389034590873,-0.3268098687195027,-0.6354735251898713,-0.18526541871177155,-0.05691217076024349,-0.5722274097457402,-0.21805580311592085,0.08004275580820965,-0.5075428344438068
go,0.0,0.0,0.0,0.2539913259990899,-0.054859743854287275,-0.08275618657137951,0.5350005796344516,-0.2206711808733403,-0.15553246679207144,0.6498099836613086,-0.46141927456005655,-0.23286229981944795,0.592893587705021,-0.7168807273285123,-0.2964879744955138,0.5756296898234873,-0.8138586823194214,-0.0792748724818337,0.7389943879588926,-0.8854315148227874,-0.22063527891732349,0.6688263887292518,-0.6159583755240345,-0.3100949250624493,0.5949876300993967,-0.5017336366162609,-0.35809613131215884,0.3875903750620217,-0.9198443493884022,-0.11019631873889046,0.5283123678331384,-0.9216305264400851,-0.22147342138540188,0.4483667141366618,-0.5885036697459848,-0.25190932865297483,0.3854397821756953,-0.5394172846686223,-0.26457489489975067,0.1843026107908677,-0.9408093281510318,-0.15888973370360143,0.3230932368426449,-0.8578877048156441,-0.2828194276073704,0.2708358387355477,-0.5469533818064872,-0.24684785034935341,0.21035425049806564,-0.5259833804672698,-0.20860253406793294,-0.028487961394959984,-0.9028499964504103,-0.21474542426676652,0.12966906890438365,-0.8213955235427067,-0.2883996264596918,0.10428059532812198,-0.5937634235614748,-0.2337678517760812,0.036340666879207374,-0.571747982206588,-0.18358621946522086
go,0.0,0.0,0.0,0.1921316246102459,-0.005059197208486969,-0.12201054103534575,0.508006256162772,-0.1756585509286014,-0.2030710686072066,0.6346406805239198,-0.4424922020065131,-0.27782542591641723,0.5664445863339057,-0.7106203627998108,-0.3322628437995333,0.5530999651500437,-0.8297779185778342,-0.07449184110798701,0.6942905473290326,-0.841591859270327,-0.2439595521963363,0.6209216000950629,-0.5622106903869638,-0.3227223439300138,0.5368337839825841,-0.44443969258651195,-0.34624966907083343,0.35409205445607495,-0.9553501146363886,-0.08546751599496488,0.5076298522361817,-0.9062538187741698,-0.21629615939661367,0.40845411592736647,-0.515887726555621,-0.21870201412961193,0.35175973299590546,-0.47510408021111383,-0.1947533548145067,0.13318454412616337,-0.9811385372739435,-0.12532876204548637,0.28857983694354516,-0.8601274838597024,-0.28492610664868423,0.2111711378085815,-0.49161053759348067,-0.22073570542227675,0.12452087958046895,-0.4625459746947538,-0.1478498089937823,-0.11370348016778922,-0.9379573145979522,-0.1741911019079833,0.054604174329927785,-0.8272098584931469,-0.2719080029065952,0.019299236229197513,-0.5525728483998044,-0.20694850711864515,-0.05827811001524016,-0.5271714173997484,-0.13784401704307953
go,0.0,0.0,0.0,0.2359367499483407,0.018301353380835036,-0.14647795303645822,0.5577022874016974,-0.14916318973092307,-0.23024071669240162,0.6565464539050365,-0.45837735619659437,-0.2995110498051064,0.5460904082298164,-0.7330124148544078,-0.3402779974230245,0.5953971242019752,-0.7995968027131516,-0.07840419365648246,0.7659690687384422,-0.8155229712936373,-0.23419631135520347,0.6514587162563318,-0.4989722176744324,-0.2960345187860299,0.5395961240835556,-0.4297904411354365,-0.316228032651041,0.3989333498716529,-0.9245452535426844,-0.07581720808863779,0.5637468828915553,-0.9072289904886575,-0.218637038143602,0.45259985220771637,-0.5055570895084779,-0.22694409160259732,0.3702755489292464,-0.5185135661986001,-0.20178299318093354,0.18892630999468285,-0.9485887695274768,-0.10133103485850635,0.3544801840952483,-0.866224859524527,-0.2749255818070137,0.27281010266062355,-0.47901652187878235,-0.21417886969164635,0.17645130889625105,-0.4921525490532136,-0.13754249827130752,-0.04389826541087061,-0.9156997517421698,-0.13564018221675195,0.13821487552763634,-0.8315626791509653,-0.24445018765594234,0.10285531213611666,-0.538537101204385,-0.18327685272339658,0.011627823417376778,-0.5293725113825476,-0.11192064162152739
go,0.0,0.0,0.0,0.2667037913100253,-0.02950178715839893,-0.11885553855229329,0.5724104387179441,-0.21715498118990054,-0.18900563647503577,0.6786321510995247,-0.5032743316270583,-0.25134903805715547,0.5785525577056034,-0.7575272269633403,-0.2885533847294945,0.5527356121067444,-0.8315270904584247,-0.055190949826302904,0.7433485974842412,-0.8201744179420607,-0.19414424181157175,0.6316050933658782,-0.5226375292728568,-0.25656462258639867,0.5267057037666394,-0.5032536214889187,-0.2862209298438645,0.3734952278691042,-0.9337751916184823,-0.06650382615151319,0.5641453351923228,-0.9050793414395693,-0.20415385698512173,0.4556492198099679,-0.5234436616310043,-0.22343514212700522,0.36822684225653834,-0.5529999594360157,-0.21125457695404765,0.18298452322100398,-0.9501150998532353,-0.10083419544942272,0.36613238300318374,-0.8733197584666399,-0.2675885216597979,0.2880324982924607,-0.5051411747395399,-0.21735246709716613,0.1891474500361337,-0.532934375501429,-0.15114550132472238,-0.02422783325397476,-0.9159396597284656,-0.14153059989245875,0.1781032804265838,-0.8507470755452019,-0.24849221126587273,0.1394812173403311,-0.5788081129950985,-0.19020162253025996,0.03472758022271565,-0.5747067241288281,-0.12364512433204651
go,0.0,0.0,0.0,0.2752718873066335,-0.036154982570093745,-0.12257155148301346,0.5845629766423989,-0.2179214375382985,-0.1972394668451127,0.689516499647183,-0.5196648822997433,-0.26657106693389065,0.5847361374012018,-0.7873950282397427,-0.30509635956698966,0.6107598381662002,-0.7911415973847504,-0.032670980559244056,0.8045385336819966,-0.8009476124463218,-0.19307725038723128,0.6699084049958314,-0.5055692029860097,-0.26267952484678286,0.5640965555934356,-0.49155833308937164,-0.29351153585259654,0.4338542811806176,-0.9150162784397717,-0.047482463774596514,0.6227642077702098,-0.9183856326136146,-0.2052255967670439,0.48336979693389087,-0.52938569439704,-0.21882006915149818,0.4027268638234938,-0.5690611532577501,-0.19437631273038394,0.24256093448761637,-0.9532851996823875,-0.09255624926062174,0.41013834107384667,-0.8917214338146351,-0.27574693917163084,0.3098497295564942,-0.519120409777462,-0.21892566277898978,0.22213012945836147,-0.5636957277915249,-0.14178683685622848,0.032670909393543966,-0.941467764988449,-0.14566528120128194,0.21060323096939176,-0.8695125826302179,-0.25587110945499947,0.15755346477423376,-0.5982904925700868,-0.1983359630761743,0.06237486660387221,-0.6170774510322515,-0.12997710092898115
go,0.0,0.0,0.0,0.28710429056505077,-0.02596388538671055,-0.10145531255977448,0.6214204024229083,-0.2162381118596704,-0.15973434743708037,0.7167700049664505,-0.5339933880883718,-0.21431193000297644,0.5891297871904376,-0.7930880862861747,-0.24240394156072104,0.6131751010528026,-0.7895211309518941,-0.02593606040491265,0.816232509153804,-0.8283509653371872,-0.16870049341399151,0.6827030746277517,-0.5249206119728804,-0.2363294432870846,0.5766816542450673,-0.4976344382577658,-0.2695073704925617,0.4285911313045429,-0.9160211088226882,-0.04794252052698812,0.626035081250625,-0.9632629730793213,-0.1947760078099189,0.4961374630271139,-0.5733757344640318,-0.21939406541022743,0.40545466683792725,-0.579670232785687,-0.20598366230230425,0.23142134827337824,-0.9541247391154933,-0.0932376666331909,0.41053749860526695,-0.9239381261509844,-0.26245182520398097,0.3187379397938515,-0.5476398572663599,-0.2122184726163577,0.2245538450787462,-0.5663504559693058,-0.1424332064236403,0.016056571444934085,-0.9405691946690853,-0.1436328358964228,0.21220141190556405,-0.8967673492505664,-0.24321418139391163,0.16731065826836394,-0.6282526896930554,-0.18050684349262555,0.06862320285971925,-0.6335631317293831,-0.11111033275441931
